Element,Transition,Theoretical_eV,Experimental_eV
Xe,L 3 M 3,3846.3,
Xe,L 3 M 4,4097.7,4097.378
Xe,L 3 M 5,4110.3,4110.088
Xe,L 3 N 1,4575.1,
Xe,L 3 N 2,4630.6,
Xe,L 3 N 3,4629.3,
Xe,L 3 N 4,4717.08,
Xe,L 3 N 5,4718.90,
Xe,L 3 edge,4788.22,4782.16
Cs,KL 1,30270.5,
Cs,KL 2,30624.87,30625.40
Cs,KL 3,30972.05,30973.13
Cs,KM 1,34766.7,
Cs,KM 2,34918.5,34919.68
Cs,KM 3,34985.8,34987.3
Cs,KM 4,35244.9,
Cs,KM 5,35258.6,
Cs,KN 1,35755.7,
Cs,KN 2,35813.2,35821.7
Cs,KN 3,35823.0,35821.7
Cs,KN 4,35905.3,
Cs,KN 5,35907.4,
Cs,K edge,35991.92,35988.0
Cs,L 1 M 1,4496.1,
Cs,L 1 M 2,4648.0,4649.45
Cs,L 1 M 3,4715.2,4716.85
Cs,L 1 M 4,4974.4,4975.21
Cs,L 1 M 5,4988.1,5002.72
Cs,L 1 N 1,5485.2,
Cs,L 1 N 2,5542.6,5542.10
Cs,L 1 N 3,5552.5,5552.77
Cs,L 1 N 4,5634.8,
Cs,L 1 N 5,5636.9,
Cs,L 1 edge,5721.4,5720.6
Cs,L 2 M 1,4141.8,4142.13
Cs,L 2 M 2,4293.7,
Cs,L 2 M 3,4360.9,
Cs,L 2 M 4,4620.0,4619.83
Cs,L 2 M 5,4633.8,
Cs,L 2 N 1,5130.8,5128.75
Cs,L 2 N 2,5188.3,
Cs,L 2 N 3,5198.1,
Cs,L 2 N 4,5280.4,5280.34
Cs,L 2 N 5,5282.54,
Cs,L 2 edge,5367.05,5358.15
Cs,L 3 M 1,3794.6,3794.99
Cs,L 3 M 2,3946.5,
Cs,L 3 M 3,4013.7,
Cs,L 3 M 4,4272.9,4272.31
Cs,L 3 M 5,4286.6,4286.49
Cs,L 3 N 1,4783.7,4781.06
Cs,L 3 N 2,4841.1,
Cs,L 3 N 3,4851.0,
Cs,L 3 N 4,4933.27,4936.00
Cs,L 3 N 5,4935.36,4936.00
Cs,L 3 edge,5019.87,5011.41
Ba,KL 1,31452.5,
Ba,KL 2,31816.56,31816.615
Ba,KL 3,32192.87,32193.262
Ba,KM 1,36147.3,
Ba,KM 2,36303.9,36303.35
Ba,KM 3,36377.5,36377.445
Ba,KM 4,36644.4,36643.2
Ba,KM 5,36659.5,36666.0
Ba,KN 1,37188.0,
Ba,KN 2,37249,37257.7
Ba,KN 3,37262.9,37257.7
Ba,KN 4,37347.7,37311.5
Ba,KN 5,37349.84,37311.5
Ba,K edge,37450.23,37452.4
Ba,L 1 M 1,4694.8,
Ba,L 1 M 2,4851.4,4851.97
Ba,L 1 M 3,4925.0,4926.97
Ba,L 1 M 4,5191.9,5194.28
Ba,L 1 M 5,5207.0,5217.23
Ba,L 1 N 1,5735.5,
Ba,L 1 N 2,5797,5810.11
Ba,L 1 N 3,5810.4,5810.11
Ba,L 1 N 4,5895.2,
Ba,L 1 N 5,5897.3,
Ba,L 1 edge,5997.7,5995.9
Ba,L 2 M 1,4330.7,4330.96
Ba,L 2 M 2,4487.4,
Ba,L 2 M 3,4560.9,
Ba,L 2 M 4,4827.8,4827.58
Ba,L 2 M 5,4842.9,
Ba,L 2 N 1,5371.5,5370.7
Ba,L 2 N 2,5433,
Ba,L 2 N 3,5446.4,
Ba,L 2 N 4,5531.1,5531.22
Ba,L 2 N 5,5533.28,
Ba,L 2 edge,5633.67,5623.29
Ba,L 3 M 1,3954.4,3954.15
Ba,L 3 M 2,4111.1,
Ba,L 3 M 3,4184.6,
Ba,L 3 M 4,4451.5,4450.94
Ba,L 3 M 5,4466.6,4466.30
Ba,L 3 N 1,4995.2,4994.05
Ba,L 3 N 2,5056,
Ba,L 3 N 3,5070.1,
Ba,L 3 N 4,5154.8,5156.58
Ba,L 3 N 5,5156.97,5156.58
Ba,L 3 edge,5257.36,5247.04
La,KL 1,32660.4,
La,KL 2,33034.2,33034.38
La,KL 3,33441.62,33442.12
La,KM 1,37559.0,
La,KM 2,37720.5,37720.60
La,KM 3,37800.9,37801.45
La,KM 4,38075.4,38074.6
La,KM 5,38092.1,38094.5
La,KN 1,38654.0,
La,KN 2,38717,38730.3
La,KN 3,38732.9,38730.3
La,KN 4,38823.1,38828.2
La,KN 5,38825.05,38828.2
La,K edge,38939.45,38934.3
La,L 1 M 1,4898.6,
La,L 1 M 2,5060.1,5061.79
La,L 1 M 3,5140.5,5143.40
La,L 1 M 4,5415.0,5416.99
La,L 1 M 5,5431.7,5435.79
La,L 1 N 1,5993.6,
La,L 1 N 2,6057,6060.73
La,L 1 N 3,6072.4,6075.32
La,L 1 N 4,6162.7,6167.10
La,L 1 N 5,6164.6,6167.10
La,L 1 N 6,6264.8,26
La,L 1 N 7,6264.8,26
La,L 1 edge,6279.0,6268.1
La,L 2 M 1,4524.8,4524.9
La,L 2 M 2,4686.2,
La,L 2 M 3,4766.7,
La,L 2 M 4,5041.2,5042.17
La,L 2 M 5,5057.8,
La,L 2 N 1,5619.8,5620.13
La,L 2 N 2,5683,
La,L 2 N 3,5698.6,
La,L 2 N 4,5788.8,5788.30
La,L 2 N 5,5790.83,
La,L 2 N 6,5887.7,26
La,L 2 N 7,5887.7,26
La,L 2 edge,5905.22,5889.1
La,L 3 M 1,4117.4,4124.5
La,L 3 M 2,4278.9,
La,L 3 M 3,4359.3,
La,L 3 M 4,4633.8,4634.26
La,L 3 M 5,4650.4,4651.02
La,L 3 N 1,5212.4,5211.63
La,L 3 N 2,5276,
La,L 3 N 3,5291.2,
La,L 3 N 4,5381.4,5382.87
La,L 3 N 5,5383.43,5382.87
La,L 3 N 6,5479.1,26
La,L 3 N 7,5479.1,26
La,L 3 edge,5497.83,5483.5
Ce,KL 1,33896.2,
Ce,KL 2,34279.6,34279.28
Ce,KL 3,34720.09,34720.00
Ce,KM 1,39006.9,
Ce,KM 2,39172.7,39170.46
Ce,KM 3,39260.9,39257.77
Ce,KM 4,39542.1,39539.0
Ce,KM 5,39561.2,39557.9
Ce,KN 1,40155.1,
Ce,KN 2,40220,40233.1
Ce,KN 3,40237.4,40233.1
Ce,KN 4,40330.4,40336.5
Ce,KN 5,40334.22,40336.5
Ce,K edge,40446.57,40453.6
Ce,L 1 M 1,5110.7,
Ce,L 1 M 2,5276.5,5277.35
Ce,L 1 M 3,5364.7,5365.29
Ce,L 1 M 4,5645.9,5644.98
Ce,L 1 M 5,5665.0,5664.63
Ce,L 1 N 1,6258.9,
Ce,L 1 N 2,6323,6326.39
Ce,L 1 N 3,6341.2,6342.00
Ce,L 1 N 4,6434.2,6439.95
Ce,L 1 N 5,6438.0,6439.95
Ce,L 1 N 6,6538.6,
Ce,L 1 edge,6550.4,6548.1
Ce,L 2 M 1,4727.4,4731.6
Ce,L 2 M 2,4893.1,
Ce,L 2 M 3,4981.4,
Ce,L 2 M 4,5262.5,5262.93
Ce,L 2 M 5,5281.6,
Ce,L 2 N 1,5875.5,5874.90
Ce,L 2 N 2,5940,
Ce,L 2 N 3,5957.9,
Ce,L 2 N 4,6050.8,6052.15
Ce,L 2 N 5,6054.66,
Ce,L 2 N 6,6155.21,6161.57
Ce,L 2 N 7,6161.57,28
Ce,L 2 edge,6167.01,6160.9
Ce,L 3 M 1,4286.8,4287.52
Ce,L 3 M 2,4452.6,
Ce,L 3 M 3,4540.8,
Ce,L 3 M 4,4822.0,4823.17
Ce,L 3 M 5,4841.1,4840.06
Ce,L 3 N 1,5435.0,5433.24
Ce,L 3 N 2,5499,
Ce,L 3 N 3,5517.34,
Ce,L 3 N 4,5610.3,5612.67
Ce,L 3 N 5,5614.13,5612.67
Ce,L 3 N 6,5714.67,5721.10
Ce,L 3 N 7,5721.10,28
Ce,L 3 edge,5726.47,5724.0
Pr,KL 1,35157.3,
Pr,KL 2,35550.5,35550.59
Pr,KL 3,36026.27,36026.71
Pr,KM 1,40484.3,
Pr,KM 2,40654.5,40653.27
Pr,KM 3,40750.9,40748.67
Pr,KM 4,41039.2,
Pr,KM 5,41060.5,
Pr,KN 1,41688.1,
Pr,KN 2,41754,41774.4
Pr,KN 3,41774.3,41774.4
Pr,KN 4,41872.4,
Pr,KN 5,41876.35,
Pr,K edge,41994.11,42002
Pr,L 1 M 1,5326.9,
Pr,L 1 M 2,5497.2,5498.1
Pr,L 1 M 3,5593.5,5591.8
Pr,L 1 M 4,5881.9,5884.0
Pr,L 1 M 5,5903.2,5902.8
Pr,L 1 N 1,6530.7,
Pr,L 1 N 2,6597,6598.0
Pr,L 1 N 3,6617.0,6615.9
Pr,L 1 N 4,6715.1,
Pr,L 1 N 5,6719.0,
Pr,L 1 N 6,6824.3,
Pr,L 1 edge,6836.8,6834.4
Pr,L 2 M 1,4933.7,4935.6
Pr,L 2 M 2,5104.0,
Pr,L 2 M 3,5200.4,
Pr,L 2 M 4,5488.7,5488.9
Pr,L 2 M 5,5510.0,
Pr,L 2 N 1,6137.5,6136.2
Pr,L 2 N 2,6204,
Pr,L 2 N 3,6223.8,
Pr,L 2 N 4,6321.9,6322.1
Pr,L 2 N 5,6325.84,
Pr,L 2 N 6,6431.16,
Pr,L 2 edge,6443.60,6439.0
Pr,L 3 M 1,4458.0,4453.23
Pr,L 3 M 2,4628.2,
Pr,L 3 M 3,4724.6,
Pr,L 3 M 4,5012.9,5013.64
Pr,L 3 M 5,5034.3,5033.79
Pr,L 3 N 1,5661.8,5659.7
Pr,L 3 N 2,5728,
Pr,L 3 N 3,5748.06,
Pr,L 3 N 4,5846.1,5849.9
Pr,L 3 N 5,5850.08,5849.9
Pr,L 3 N 6,5955.40,
Pr,L 3 edge,5967.84,5963.3
Nd,KL 1,36445.1,
Nd,KL 2,36848.2,36847.502
Nd,KL 3,37361.4,37360.739
Nd,KM 1,41993.8,
Nd,KM 2,42168.5,42166.24
Nd,KM 3,42273.6,42270.90
Nd,KM 4,42569.0,
Nd,KM 5,42592.8,
Nd,KN 1,43254.5,
Nd,KN 2,43322,43335
Nd,KN 3,43344.9,43335
Nd,KN 4,43449.2,
Nd,KN 5,43452.3,
Nd,K edge,43575.27,43574
Nd,L 1 M 1,5548.7,
Nd,L 1 M 2,5723.4,5721.6
Nd,L 1 M 3,5828.5,5827.801
Nd,L 1 M 4,6123.9,6124.97
Nd,L 1 M 5,6147.7,6148.82
Nd,L 1 N 1,6809.4,
Nd,L 1 N 2,6877,6884.03
Nd,L 1 N 3,6899.8,6900.44
Nd,L 1 N 4,7004.1,7007.74
Nd,L 1 N 5,7007.2,7007.74
Nd,L 1 N 6,7117.2,7122.1
Nd,L 1 N 7,7122.1,30
Nd,L 1 edge,7130.2,7129.52
Nd,L 2 M 1,5145.6,5145.25
Nd,L 2 M 2,5320.3,
Nd,L 2 M 3,5425.4,5424.4
Nd,L 2 M 4,5720.8,5721.446
Nd,L 2 M 5,5744.6,
Nd,L 2 N 1,6406.3,6405.29
Nd,L 2 N 2,6474,
Nd,L 2 N 3,6496.8,
Nd,L 2 N 4,6601.0,6601.16
Nd,L 2 N 5,6604.15,
Nd,L 2 N 6,6714.16,6718.98
Nd,L 2 N 7,6718.98,29
Nd,L 2 edge,6727.09,6723.55
Nd,L 3 M 1,4632.4,4631.849
Nd,L 3 M 2,4807.1,
Nd,L 3 M 3,4912.2,
Nd,L 3 M 4,5207.6,5207.7
Nd,L 3 M 5,5231.4,5230.239
Nd,L 3 N 1,5893.1,5892.99
Nd,L 3 N 2,5961,
Nd,L 3 N 3,5983.57,
Nd,L 3 N 4,6087.8,6091.25
Nd,L 3 N 5,6090.96,6091.25
Nd,L 3 N 6,6200.97,6202.34
Nd,L 3 N 7,6202.34,29
Nd,L 3 edge,6213.90,6209.36
Sm,KL 1,39101.2,
Sm,KL 2,39524.3,39523.39
Sm,KL 3,40119.4,40118.481
Sm,KM 1,45110.3,
Sm,KM 2,45293.9,45288.6
Sm,KM 3,45418.1,45413.0
Sm,KM 4,45728.1,45731.4
Sm,KM 5,45756.9,45731.4
Sm,KN 1,46488.6,
Sm,KN 2,46530,46575
Sm,KN 3,46588.2,46575
Sm,KN 4,46709.1,
Sm,KN 5,46706.4,
Sm,K edge,46839.02,46849
Sm,L 1 M 1,6009.1,
Sm,L 1 M 2,6192.8,6196.19
Sm,L 1 M 3,6317.0,6316.36
Sm,L 1 M 4,6627.0,6628.69
Sm,L 1 M 5,6655.7,6655.60
Sm,L 1 N 1,7387.5,
Sm,L 1 N 2,7429,7467.19
Sm,L 1 N 3,7487.1,7486.82
Sm,L 1 N 4,7608.0,7606.24
Sm,L 1 N 5,7605.2,7606.24
Sm,L 1 N 6,7724.4,7734.03
Sm,L 1 N 7,7734.03,31
Sm,L 1 edge,7737.9,7747.93
Sm,L 2 M 1,5586.0,5585.55
Sm,L 2 M 2,5769.7,
Sm,L 2 M 3,5893.8,5891.6
Sm,L 2 M 4,6203.9,6204.073
Sm,L 2 M 5,6232.6,
Sm,L 2 N 1,6964.4,6967.67
Sm,L 2 N 2,7006,
Sm,L 2 N 3,7064.0,7064.27
Sm,L 2 N 4,7184.9,7178.09
Sm,L 2 N 5,7182.12,
Sm,L 2 N 6,7301.27,7308.00
Sm,L 2 N 7,7308.00,32
Sm,L 2 edge,7314.76,7313.30
Sm,L 3 M 1,4990.9,4990.43
Sm,L 3 M 2,5174.6,
Sm,L 3 M 3,5298.8,
Sm,L 3 M 4,5608.8,5609.053
Sm,L 3 M 5,5637.6,5635.970
Sm,L 3 N 1,6369.3,6369.72
Sm,L 3 N 2,6411,
Sm,L 3 N 3,6468.88,6469.72
Sm,L 3 N 4,6589.8,6587.17
Sm,L 3 N 5,6587.03,6587.17
Sm,L 3 N 6,6706.19,6711.75
Sm,L 3 N 7,6711.75,32
Sm,L 3 edge,6719.67,6717.36
Eu,KL 1,40470.1,
Eu,KL 2,40903.5,40902.33
Eu,KL 3,41543.3,41542.63
Eu,KM 1,46718.4,
Eu,KM 2,46906.5,46904.0
Eu,KM 3,47040.8,47038.4
Eu,KM 4,47358.3,
Eu,KM 5,47389.4,
Eu,KN 1,48157.3,
Eu,KN 2,48230,48256.6
Eu,KN 3,48261.1,48256.6
Eu,KN 4,48382.0,
Eu,KN 5,48384.3,
Eu,K edge,48523.77,48519.7
Eu,L 1 M 1,6248.4,
Eu,L 1 M 2,6436.5,6437.81
Eu,L 1 M 3,6570.7,6571.57
Eu,L 1 M 4,6888.3,6889.81
Eu,L 1 M 5,6919.3,6919.15
Eu,L 1 N 1,7687.2,7687.6
Eu,L 1 N 2,7760,7768.10
Eu,L 1 N 3,7791.0,7794.11
Eu,L 1 N 4,7911.9,7914.56
Eu,L 1 N 5,7914.2,7914.56
Eu,L 1 N 6,8040.1,
Eu,L 1 N 7,8042.8,
Eu,L 1 edge,8053.7,8060.75
Eu,L 2 M 1,5814.9,5816.67
Eu,L 2 M 2,6003.0,
Eu,L 2 M 3,6137.3,6137.7
Eu,L 2 M 4,6454.8,6455.72
Eu,L 2 M 5,6485.9,
Eu,L 2 N 1,7253.8,7255.47
Eu,L 2 N 2,7326,7331.4
Eu,L 2 N 3,7357.6,
Eu,L 2 N 4,7478.5,7479.12
Eu,L 2 N 5,7480.82,
Eu,L 2 N 6,7606.73,7612.87
Eu,L 2 N 7,7609.40,7612.87
Eu,L 2 edge,7620.28,7619.83
Eu,L 3 M 1,5175.1,5177.15
Eu,L 3 M 2,5363.2,
Eu,L 3 M 3,5497.5,5498.6
Eu,L 3 M 4,5815.0,5816.61
Eu,L 3 M 5,5846.1,5846.46
Eu,L 3 N 1,6614.0,6614.56
Eu,L 3 N 2,6687,
Eu,L 3 N 3,6717.81,
Eu,L 3 N 4,6838.6,6841.83
Eu,L 3 N 5,6841.01,6841.83
Eu,L 3 N 6,6966.92,6971.57
Eu,L 3 N 7,6969.59,6971.57
Eu,L 3 edge,6980.47,6980.59
Gd,KL 1,41865.8,
Gd,KL 2,42309.7,42309.30
Gd,KL 3,42996.8,42996.72
Gd,KM 1,48357.9,
Gd,KM 2,48550.5,48555.8
Gd,KM 3,48695.7,48696.9
Gd,KM 4,49020.8,49053.3
Gd,KM 5,49054.6,49053.3
Gd,KN 1,49860.6,
Gd,KN 2,49935.3,49960.6
Gd,KN 3,49969.7,49960.6
Gd,KN 4,50090.7,
Gd,KN 5,50098.6,
Gd,K edge,50251.67,50233.9
Gd,L 1 M 1,6492.2,
Gd,L 1 M 2,6684.8,6687.3
Gd,L 1 M 3,6829.9,6831.0
Gd,L 1 M 4,7155.0,7160.4
Gd,L 1 M 5,7188.8,7191.6
Gd,L 1 N 1,7994.8,
Gd,L 1 N 2,8069.6,8087.0
Gd,L 1 N 3,8104.0,8105.0
Gd,L 1 N 4,8224.9,8237.2
Gd,L 1 N 5,8232.8,8237.2
Gd,L 1 N 6,8365.2,
Gd,L 1 N 7,8368.5,
Gd,L 1 edge,8385.9,8386.25
Gd,L 2 M 1,6048.3,6049.69
Gd,L 2 M 2,6240.9,
Gd,L 2 M 3,6386.0,
Gd,L 2 M 4,6711.1,6713.4
Gd,L 2 M 5,6744.9,6743.32
Gd,L 2 N 1,7550.9,7554.4
Gd,L 2 N 2,7625.7,7642.67
Gd,L 2 N 3,7660.08,7657.7
Gd,L 2 N 4,7781.0,7785.9
Gd,L 2 N 5,7788.91,
Gd,L 2 N 6,7921.33,
Gd,L 2 N 7,7924.64,
Gd,L 2 edge,7942.02,7931.32
Gd,L 3 M 1,5361.1,5362.09
Gd,L 3 M 2,5553.7,
Gd,L 3 M 3,5698.9,5698.3
Gd,L 3 M 4,6024.0,6024.99
Gd,L 3 M 5,6057.8,6057.37
Gd,L 3 N 1,6863.8,6867.3
Gd,L 3 N 2,6938.5,
Gd,L 3 N 3,6972.94,
Gd,L 3 N 4,7093.9,7103.0
Gd,L 3 N 5,7101.77,7103.0
Gd,L 3 N 6,7234.19,
Gd,L 3 N 7,7237.50,
Gd,L 3 edge,7254.88,7243.23
Tb,KL 1,43291.4,
Tb,KL 2,43745.6,43744.62
Tb,KL 3,44482.9,44482.75
Tb,KM 1,50035.5,
Tb,KM 2,50233.0,50229.8
Tb,KM 3,50389.1,50382.9
Tb,KM 4,50722.7,
Tb,KM 5,50757.8,
Tb,KN 1,51600.7,
Tb,KN 2,51678.3,51724
Tb,KN 3,51714.0,51724
Tb,KN 4,51837.5,
Tb,KN 5,51846.4,
Tb,K edge,51999.5,52003.8
Tb,L 1 M 1,6744.2,
Tb,L 1 M 2,6941.7,6940.3
Tb,L 1 M 3,7097.7,7096.1
Tb,L 1 M 4,7431.3,7436.1
Tb,L 1 M 5,7466.5,
Tb,L 1 N 1,8309.3,8313.88
Tb,L 1 N 2,8386.9,8397.6
Tb,L 1 N 3,8422.7,8423.9
Tb,L 1 N 4,8546.2,8558.88
Tb,L 1 N 5,8555.0,8558.88
Tb,L 1 N 6,8694.9,
Tb,L 1 N 7,8697.5,
Tb,L 1 edge,8708.1,8717.03
Tb,L 2 M 1,6290.0,6283.95
Tb,L 2 M 2,6487.4,
Tb,L 2 M 3,6643.5,
Tb,L 2 M 4,6977.1,6977.8
Tb,L 2 M 5,7012.3,7009.37
Tb,L 2 N 1,7855.1,7853.4
Tb,L 2 N 2,7932.7,7935.81
Tb,L 2 N 3,7968.5,7968.42
Tb,L 2 N 4,8091.9,8101.8
Tb,L 2 N 5,8100.81,
Tb,L 2 N 6,8240.74,
Tb,L 2 N 7,8243.33,
Tb,L 2 edge,8253.93,8252.83
Tb,L 3 M 1,5552.7,5546.81
Tb,L 3 M 2,5750.1,
Tb,L 3 M 3,5906.2,
Tb,L 3 M 4,6239.8,6238.10
Tb,L 3 M 5,6275.0,6272.82
Tb,L 3 N 1,7117.8,7116.4
Tb,L 3 N 2,7195.4,
Tb,L 3 N 3,7231.17,7226.9
Tb,L 3 N 4,7354.6,7366.7
Tb,L 3 N 5,7363.50,7366.7
Tb,L 3 N 6,7503.43,
Tb,L 3 N 7,7506.02,
Tb,L 3 edge,7516.62,7515.45
Dy,KL 1,44744.3,
Dy,KL 2,45209.1,45208.27
Dy,KL 3,45999.4,45998.94
Dy,KM 1,51745.4,
Dy,KM 2,51947.7,51958.1
Dy,KM 3,52115.7,52119.7
Dy,KM 4,52457.4,52494.8
Dy,KM 5,52494.8,52494.8
Dy,KN 1,53372.0,
Dy,KN 2,53451.7,53510
Dy,KN 3,53483.2,53510
Dy,KN 4,53619.4,
Dy,KN 5,53629.4,
Dy,K edge,53792.3,53793.1
Dy,L 1 M 1,7001.1,
Dy,L 1 M 2,7203.4,7203.96
Dy,L 1 M 3,7371.4,7370.2
Dy,L 1 M 4,7713.1,7712.79
Dy,L 1 M 5,7750.4,7749.57
Dy,L 1 N 1,8627.7,
Dy,L 1 N 2,8707.4,8714.09
Dy,L 1 N 3,8738.9,8753.34
Dy,L 1 N 4,8875.1,
Dy,L 1 N 5,8885.1,8889.3
Dy,L 1 N 6,9035.2,
Dy,L 1 N 7,9037.6,
Dy,L 1 edge,9048.0,9055.09
Dy,L 2 M 1,6536.3,6534.22
Dy,L 2 M 2,6738.6,
Dy,L 2 M 3,6906.6,6905.61
Dy,L 2 M 4,7248.3,7247.80
Dy,L 2 M 5,7285.7,7277.2
Dy,L 2 N 1,8162.9,8166.19
Dy,L 2 N 2,8242.6,
Dy,L 2 N 3,8274.10,8286.4
Dy,L 2 N 4,8410.3,8418.94
Dy,L 2 N 5,8420.27,
Dy,L 2 N 6,8570.38,
Dy,L 2 N 7,8572.86,
Dy,L 2 edge,8583.26,8583.06
Dy,L 3 M 1,5746.0,5743.05
Dy,L 3 M 2,5948.3,
Dy,L 3 M 3,6116.3,6114.8
Dy,L 3 M 4,6458.0,6457.72
Dy,L 3 M 5,6495.3,6495.27
Dy,L 3 N 1,7372.5,7370.56
Dy,L 3 N 2,7452.3,
Dy,L 3 N 3,7483.74,7494.77
Dy,L 3 N 4,7620.0,7635.84
Dy,L 3 N 5,7629.92,7635.84
Dy,L 3 N 6,7780.03,
Dy,L 3 N 7,7782.50,
Dy,L 3 edge,7792.90,7789.79
Ho,KL 1,46225.6,
Ho,KL 2,46701.0,46699.98
Ho,KL 3,47547.5,47547.10
Ho,KM 1,53489.7,
Ho,KM 2,53696.9,53711.3
Ho,KM 3,53877.5,53877.1
Ho,KM 4,54227.4,54247
Ho,KM 5,54267.1,54247
Ho,KN 1,55188.2,
Ho,KN 2,55271.2,55325
Ho,KN 3,55312.1,55325
Ho,KN 4,55442.0,
Ho,KN 5,55453.7,
Ho,K edge,55620.8,55619.9
Ho,L 1 M 1,7264.1,
Ho,L 1 M 2,7471.3,7471.1
Ho,L 1 M 3,7651.9,7651.8
Ho,L 1 M 4,8001.8,8004.08
Ho,L 1 M 5,8041.5,8044.61
Ho,L 1 N 1,8962.6,
Ho,L 1 N 2,9045.6,9051.1
Ho,L 1 N 3,9086.5,9087.6
Ho,L 1 N 4,9216.4,
Ho,L 1 N 5,9228.1,
Ho,L 1 N 6,9382.7,
Ho,L 1 N 7,9385.0,
Ho,L 1 edge,9395.2,9399.7
Ho,L 2 M 1,6788.7,6786.94
Ho,L 2 M 2,6995.9,
Ho,L 2 M 3,7176.5,
Ho,L 2 M 4,7526.4,7525.67
Ho,L 2 M 5,7566.1,
Ho,L 2 N 1,8487.3,8481.5
Ho,L 2 N 2,8570.2,
Ho,L 2 N 3,8611.15,
Ho,L 2 N 4,8741.0,8747.2
Ho,L 2 N 5,8752.71,
Ho,L 2 N 6,8907.28,
Ho,L 2 N 7,8909.60,
Ho,L 2 edge,8919.77,8916.38
Ho,L 3 M 1,5942.2,5939.963
Ho,L 3 M 2,6149.4,
Ho,L 3 M 3,6330.0,
Ho,L 3 M 4,6680.0,6678.484
Ho,L 3 M 5,6719.6,6719.675
Ho,L 3 N 1,7640.8,7635.8
Ho,L 3 N 2,7723.8,7727.16
Ho,L 3 N 3,7764.70,7763.52
Ho,L 3 N 4,7894.5,7902.86
Ho,L 3 N 5,7906.26,7911.35
Ho,L 3 N 6,8060.83,
Ho,L 3 N 7,8063.15,
Ho,L 3 edge,8073.31,8067.56
Er,KL 1,47736.8,
Er,KL 2,48223.0,48221.61
Er,KL 3,49128.7,49127.24
Er,KM 1,55270.1,
Er,KM 2,55482.3,55479.72
Er,KM 3,55676.3,55673.52
Er,KM 4,56034.5,56040
Er,KM 5,56076.6,56040
Er,KN 1,57037.5,
Er,KN 2,57123.3,57214
Er,KN 3,57167.0,57214
Er,KN 4,57301.1,
Er,KN 5,57313.3,
Er,K edge,57487.4,57485.2
Er,L 1 M 1,7533.4,
Er,L 1 M 2,7745.5,7744.75
Er,L 1 M 3,7939.5,7939.007
Er,L 1 M 4,8297.8,8298.1
Er,L 1 M 5,8339.9,8340.66
Er,L 1 N 1,9300.7,
Er,L 1 N 2,9386.6,9385.5
Er,L 1 N 3,9430.3,9431.2
Er,L 1 N 4,9564.3,9569.15
Er,L 1 N 5,9576.5,9569.15
Er,L 1 N 6,9738.6,
Er,L 1 N 7,9740.7,
Er,L 1 edge,9750.6,9757.8
Er,L 2 M 1,7047.1,7045.167
Er,L 2 M 2,7259.3,
Er,L 2 M 3,7453.3,7461.31
Er,L 2 M 4,7811.5,7810.19
Er,L 2 M 5,7853.6,
Er,L 2 N 1,8814.5,8813.7
Er,L 2 N 2,8900.3,
Er,L 2 N 3,8944.03,8946.94
Er,L 2 N 4,9078.1,9088.9
Er,L 2 N 5,9090.26,
Er,L 2 N 6,9252.38,
Er,L 2 N 7,9254.50,
Er,L 2 edge,9264.40,9262.1
Er,L 3 M 1,6141.4,6138.86
Er,L 3 M 2,6353.6,
Er,L 3 M 3,6547.6,
Er,L 3 M 4,6905.8,6904.50
Er,L 3 M 5,6947.9,6947.913
Er,L 3 N 1,7908.7,7909.6
Er,L 3 N 2,7994.6,
Er,L 3 N 3,8038.29,
Er,L 3 N 4,8172.4,8189.11
Er,L 3 N 5,8184.52,8189.11
Er,L 3 N 6,8346.63,
Er,L 3 N 7,8348.75,
Er,L 3 edge,8358.66,8357.42
Tm,KL 1,49276.7,
Tm,KL 2,49773.8,49772.67
Tm,KL 3,50742.2,50741.475
Tm,KM 1,57085.6,
Tm,KM 2,57302.8,57303.0
Tm,KM 3,57511.0,57508.76
Tm,KM 4,57877.6,57924.8
Tm,KM 5,57922.3,57924.8
Tm,KN 1,58923.4,
Tm,KN 2,59012.3,59095
Tm,KN 3,59058.9,59095
Tm,KN 4,59197.7,
Tm,KN 5,59209.8,
Tm,K edge,59391.1,59379
Tm,L 1 M 1,7808.9,7814.0
Tm,L 1 M 2,8026.1,8025.8
Tm,L 1 M 3,8234.3,8230.9
Tm,L 1 M 4,8600.9,8600.8
Tm,L 1 M 5,8645.6,8648.6
Tm,L 1 N 1,9646.7,
Tm,L 1 N 2,9735.6,9730.2
Tm,L 1 N 3,9782.2,9779.3
Tm,L 1 N 4,9921.0,
Tm,L 1 N 5,9933.1,
Tm,L 1 N 6,10102.9,
Tm,L 1 N 7,10104.8,
Tm,L 1 edge,10114.4,10121.0
Tm,L 2 M 1,7311.8,7309.30
Tm,L 2 M 2,7529.0,
Tm,L 2 M 3,7737.2,7728.6
Tm,L 2 M 4,8103.8,8102.265
Tm,L 2 M 5,8148.5,8146.0
Tm,L 2 N 1,9149.6,9144.6
Tm,L 2 N 2,9238.5,9225.2
Tm,L 2 N 3,9285.08,
Tm,L 2 N 4,9423.9,9426.2
Tm,L 2 N 5,9436.02,
Tm,L 2 N 6,9605.83,
Tm,L 2 N 7,9607.72,
Tm,L 2 edge,9617.34,9617.0
Tm,L 3 M 1,6343.5,6341.96
Tm,L 3 M 2,6560.7,6557.5
Tm,L 3 M 3,6768.9,
Tm,L 3 M 4,7135.4,7133.715
